x,y,z
76.66,291.322,119.14
65.612,279.143,109.384
64.822,278.375,109.169
81.796,297.308,95.7
73.908,338.151,146.906
77.207,291.638,94.15
84.624,300.189,109.985
88.734,303.648,104.062
87.843,303.9,105.458
76.89,291.28,119.729
63.681,277.287,106.58
76.561,291.339,118.804
76.652,291.399,118.928
85.891,301.622,109.58
81.99,380.432,127.698
78.376,293.751,93.111
81.503,381.731,128.039
76.491,291.379,118.611
65.081,279.087,101.477
82.17,379.782,127.202
63.43,277.3,107.65
81.686,381.637,127.952
81.214,382.268,128.56
76.966,384.005,132.989
81.777,381.325,127.901
82.455,380.612,127.163
76.372,291.848,93.897
84.43,300.733,110.826
82.151,379.94,126.189
101.222,319.353,111.485
81.244,384.088,130.888
68.617,283.378,115.234
79.575,295.322,113.768
75.605,380.923,134.848
75.688,381.022,134.921
68.997,283.531,110.639
85.963,302.756,109.383
82.068,380.195,127.206
85.843,303.278,108.087
64.78,279.427,104.535
85.477,303.223,108.034
81.298,383.877,130.711
82.845,339.163,110.529
105.652,324.083,108.843
83.033,379.346,128.66
80.921,382.443,127.718
85.93,304.459,109.056
68.92,284.151,98.046
68.363,283.579,98.003
75.744,291.862,94.011
68.188,283.467,97.994
80.845,383.098,128.262
81.212,383.509,131.494
65.747,281.065,106.165
64.571,279.478,101.481
85.422,304.212,109.596
100.504,319.095,111.515
68.272,283.404,112.739
80.961,383.693,128.326
80.664,297.535,112.576
64.746,279.708,101.564
82.826,380.745,127.263
67.903,283.385,115.007
64.344,279.521,101.447
85.706,303.655,109.638
75.547,291.831,94.155
81.734,381.479,127.964
81.942,380.66,127.541
78.713,295.376,115.299
78.421,294.928,128.042
78.06,294.668,128.391
103.853,323.31,108.951
65.57,281.262,103.614
80.387,381.392,131.878
80.299,297.507,93.368
78.741,295.528,115.425
78.66,295.505,115.621
78.577,295.29,115.506
80.571,297.686,94.626
77.946,294.969,127.455
77.87,295.066,127.265
78.104,294.97,127.403
80.127,297.451,95.865
80.087,297.494,95.573
78.529,295.301,115.724
75.264,291.659,94.336
63.457,279.038,108.568
75.737,380.467,134.168
78.152,295.033,116.174
78.622,295.97,127.273
77.826,295.08,114.163
78.48,295.502,126.13
86.242,304.441,108.383
77.867,294.94,116.407
103.311,323.346,109.68
103.58,323.451,109.63
67.67,283.699,114.926
74.994,291.916,94.102
78.429,295.732,125.224
78.339,295.492,125.255
78.126,295.255,116.819
77.97,295.115,126.406
78.0,295.106,126.196
77.963,295.125,125.929
73.913,290.71,114.781
78.012,295.055,127.143
79.863,297.535,95.714
68.304,284.518,98.553
89.589,308.076,99.317
89.299,308.166,99.202
71.769,288.74,95.408
78.34,295.598,130.276
76.594,384.526,133.708
77.855,295.172,126.485
78.103,295.384,117.522
65.855,282.037,98.573
77.621,295.151,113.96
78.02,295.117,129.83
77.51,295.064,114.211
71.544,288.006,111.943
81.926,380.552,127.644
81.963,380.42,127.574
85.074,303.222,94.898
81.451,383.587,130.599
81.363,383.699,130.702
102.89,323.097,109.68
63.609,279.534,108.434
70.93,287.929,115.536
78.118,295.582,118.042
63.746,279.608,108.509
67.944,284.339,115.082
77.91,295.254,125.228
82.861,301.135,94.44
83.079,301.14,94.468
71.195,288.177,100.915
77.938,295.481,123.247
77.907,295.518,123.065
77.807,295.42,123.377
73.9,291.369,94.469
79.578,297.642,95.603
77.965,295.71,121.538
84.97,303.328,94.865
78.203,295.881,122.965
77.74,295.457,123.17
77.747,295.471,122.966
79.475,297.618,95.287
66.046,282.94,98.216
84.845,303.667,96.838
69.235,286.008,114.784
68.134,284.76,114.721
83.67,302.346,111.891
65.587,282.086,105.69
65.809,282.144,105.776
63.399,279.571,107.986
82.89,379.665,128.379
82.117,380.765,128.32
79.04,296.997,114.999
77.7,295.491,122.279
77.606,295.592,122.241
77.716,295.507,122.556
77.827,295.549,122.723
77.54,295.423,120.095
77.7,295.382,120.036
63.642,280.052,101.389
76.034,331.751,146.526
76.295,331.732,146.474
76.289,331.023,145.102
76.142,330.93,144.827
73.742,291.28,94.516
67.804,284.836,106.701
77.225,295.017,116.892
82.998,301.287,94.325
77.749,295.988,131.093
73.752,291.444,94.579
79.269,297.647,95.147
77.61,295.433,120.242
77.61,295.49,120.588
77.467,295.438,119.322
70.631,288.144,99.511
77.124,295.047,116.749
84.623,299.466,98.598
84.843,299.49,98.292
82.796,301.625,94.199
82.711,377.898,127.085
82.614,377.975,127.107
89.205,308.853,99.515
77.517,295.782,121.955
71.568,289.195,95.118
79.46,297.995,93.434
69.25,286.603,114.181
98.58,319.199,112.459
77.48,295.779,122.209
77.444,295.703,121.062
76.088,294.908,114.201
78.969,297.709,94.81
76.673,294.902,114.328
76.517,294.886,114.141
76.649,294.944,113.998
82.972,302.097,94.061
84.835,302.832,94.259
76.84,295.511,117.044
65.508,283.139,101.029
77.687,295.655,122.043
79.047,297.701,95.114
84.135,299.45,98.737
70.189,288.221,115.305
70.4,288.486,100.493
83.13,302.348,112.375
84.256,299.439,98.737
82.004,380.798,128.139
65.338,283.148,100.968
84.574,298.798,98.781
78.723,297.748,94.656
76.308,295.077,114.993
77.528,296.494,131.438
76.496,294.954,114.974
81.302,300.921,93.787
72.783,291.279,94.894
78.538,297.78,94.739
78.781,297.751,94.922
85.688,305.774,99.973
85.688,305.894,100.063
73.261,292.057,95.677
67.213,285.267,106.153
77.149,296.383,121.102
76.142,294.95,114.359
73.467,292.31,94.75
82.696,380.261,125.8
73.619,292.049,94.785
75.022,294.168,93.354
70.663,284.341,116.526
78.252,297.941,129.157
85.3,305.372,99.057
62.979,280.812,101.54
78.218,297.714,122.344
85.133,305.445,98.92
85.122,305.25,98.685
85.042,305.451,98.724
78.152,297.561,120.985
78.54,297.879,93.102
75.018,365.117,112.102
91.883,312.673,105.635
78.106,297.746,121.201
77.974,297.862,121.038
78.238,297.999,125.831
84.983,305.234,98.514
75.462,295.046,113.995
77.525,296.964,131.432
72.688,291.815,114.289
73.041,292.229,95.647
99.85,321.779,110.048
78.17,297.861,93.388
78.152,297.895,122.576
83.676,298.14,104.204
96.085,318.054,110.111
97.687,319.702,112.721
66.789,285.436,105.728
78.206,298.006,128.909
78.092,298.145,124.502
76.142,295.914,115.39
77.901,297.918,118.376
77.12,297.208,92.73
77.413,297.134,131.382
72.703,292.615,94.931
77.817,297.774,93.25
86.056,297.2,108.96
78.093,298.132,127.999
78.045,298.22,124.992
78.077,298.164,125.501
68.027,286.889,111.789
67.9,286.95,111.755
64.545,283.303,100.072
85.04,305.904,99.922
65.86,284.72,99.863
62.56,281.044,103.572
68.746,288.014,97.368
80.371,375.47,117.424
64.992,283.598,101.337
80.823,301.509,93.419
96.722,319.292,109.711
77.237,297.591,129.924
87.921,309.459,97.929
85.912,380.063,132.074
68.531,287.886,107.071
78.483,376.12,131.219
78.764,376.216,131.058
68.765,288.349,98.713
96.005,318.716,112.68
77.001,297.407,119.411
84.671,377.996,132.812
87.711,309.728,97.936
75.257,295.898,114.423
82.172,303.377,112.718
70.283,290.365,95.167
84.39,378.952,133.279
77.499,297.991,129.777
79.247,300.254,93.157
67.305,287.167,110.304
83.87,386.667,131.337
84.395,305.872,99.666
62.056,281.132,102.478
77.375,297.895,125.263
82.972,385.471,134.064
77.389,297.957,120.972
67.433,286.986,110.559
77.501,298.022,125.961
98.881,321.891,111.133
77.413,297.979,121.25
94.087,316.81,110.525
62.025,281.24,102.558
74.291,295.15,113.24
83.686,386.333,132.538
83.615,386.315,132.429
85.72,297.791,109.797
77.476,298.117,122.109
67.312,287.255,110.12
64.955,284.557,99.024
77.705,298.202,122.809
85.063,388.74,133.784
77.064,297.798,115.454
68.831,288.97,100.171
77.556,298.167,119.853
77.459,298.14,119.642
83.654,305.305,94.703
77.299,297.999,118.077
84.625,295.185,109.23
84.771,295.173,109.167
98.286,321.476,110.446
79.234,300.556,93.04
91.222,313.809,108.882
80.927,376.698,129.776
76.541,297.435,92.75
81.167,384.866,132.151
98.129,321.316,110.32
95.361,318.511,112.683
86.659,308.931,98.396
83.341,377.864,128.47
93.92,316.866,111.877
89.781,312.168,107.429
90.027,312.249,107.39
85.439,307.355,99.029
62.357,282.045,102.128
76.713,297.574,115.774
83.383,305.35,94.301
66.142,285.975,104.957
64.291,284.021,99.294
77.777,377.395,132.185
67.203,287.323,110.3
85.514,378.364,131.553
84.255,387.007,130.732
84.336,386.815,130.947
62.304,281.845,102.052
73.778,294.944,93.232
81.651,384.693,130.852
72.077,292.792,94.586
79.322,375.27,129.969
79.971,376.51,131.02
80.925,376.552,129.547
82.828,376.883,129.617
80.641,376.124,129.298
76.818,378.388,131.555
76.027,297.307,92.633
79.014,300.659,113.424
64.304,284.523,99.307
68.199,288.387,97.682
68.121,288.614,97.636
83.334,305.568,94.259
83.472,305.565,94.435
85.872,379.542,131.308
85.858,379.071,131.557
66.425,360.684,127.052
83.459,305.809,94.422
80.833,384.616,131.533
89.643,312.592,105.275
84.55,386.38,133.887
84.974,387.411,131.297
80.487,382.299,125.191
76.337,298.019,94.339
76.579,298.012,94.319
86.818,281.699,112.652
83.107,377.917,133.788
84.636,378.64,129.84
89.567,312.739,104.963
68.129,288.9,97.537
76.162,298.004,94.353
83.568,305.819,98.001
93.704,317.539,112.654
82.65,385.332,130.598
75.16,296.771,114.372
83.622,386.207,132.847
83.891,386.426,132.844
83.219,386.703,129.689
94.189,317.906,112.717
74.988,296.702,114.257
84.78,389.552,133.811
77.931,376.829,132.223
86.62,281.438,112.277
86.638,281.476,112.476
78.391,289.321,114.878
67.304,288.23,110.208
84.291,378.403,129.591
68.244,289.422,97.314
48.354,317.654,107.234
94.686,318.909,109.782
81.353,376.868,130.408
86.798,310.002,97.688
64.503,285.392,99.886
70.974,292.585,96.423
86.628,281.45,112.111
78.169,300.812,114.049
84.91,278.784,113.094
96.954,321.103,111.53
75.744,298.042,94.446
73.161,364.411,113.284
64.108,285.033,99.673
84.46,298.57,99.125
84.476,298.8,99.0
83.762,299.287,99.847
77.81,377.283,132.182
64.35,285.476,99.989
63.733,284.859,99.843
63.895,285.037,99.779
63.827,285.25,99.892
84.155,386.723,131.085
84.305,386.814,131.119
77.984,377.395,132.0
75.464,297.995,94.393
96.005,320.792,111.339
84.778,297.036,100.522
86.169,289.135,94.492
68.62,290.16,96.71
63.744,285.104,103.081
82.371,305.626,110.716
86.521,313.375,107.016
84.225,314.972,106.185
91.868,316.182,110.314
91.864,316.249,112.025
84.614,381.761,133.011
71.193,362.933,116.242
89.336,313.707,104.04
86.306,312.783,108.544
78.483,301.382,114.777
75.068,297.944,94.53
46.458,315.79,102.573
67.015,288.795,104.943
80.902,304.352,93.32
66.814,288.664,101.909
70.563,284.914,115.649
85.09,389.063,134.238
91.244,315.696,111.34
73.639,366.281,112.894
79.78,303.343,114.116
86.079,310.184,97.63
64.472,286.213,103.814
70.719,293.081,97.857
82.843,306.351,96.344
80.516,304.162,113.147
84.806,389.294,132.501
45.959,315.357,106.145
85.926,379.413,131.539
65.345,287.046,97.768
85.988,379.782,131.929
74.844,297.894,94.882
74.559,297.832,95.101
64.859,287.069,98.122
84.154,379.655,133.606
69.493,292.115,99.519
67.988,290.783,110.03
85.868,310.503,98.023
85.711,310.582,97.943
89.71,315.026,103.577
64.519,286.775,101.768
77.181,300.911,114.49
66.429,288.587,104.163
64.821,287.037,97.716
85.614,304.033,109.348
94.9,320.46,111.216
85.788,302.875,108.784
85.937,302.484,108.767
66.119,288.436,101.238
85.639,310.484,97.741
84.343,299.729,109.388
81.453,305.747,111.509
84.753,299.392,109.22
64.884,287.325,101.209
68.054,291.005,107.755
65.222,287.748,100.626
76.097,300.106,92.788
67.746,290.973,109.699
84.257,298.286,102.501
67.657,290.963,108.232
77.069,301.135,115.462
83.631,297.822,104.111
74.382,298.224,93.395
82.334,307.058,94.638
74.256,298.149,93.263
72.091,296.178,93.241
73.939,297.9,93.108
81.52,306.38,95.806
85.529,310.911,98.297
81.037,305.727,111.832
64.04,286.969,100.469
87.164,293.475,109.791
85.516,387.174,134.485
75.876,300.193,92.826
64.1,286.876,100.806
63.967,286.889,100.655
80.986,305.589,111.721
63.801,286.918,100.526
73.653,297.966,111.815
67.429,291.16,108.768
83.623,297.769,110.94
46.665,316.34,107.137
84.826,386.883,132.343
85.294,387.721,132.346
63.395,286.561,103.185
81.332,288.674,105.707
73.861,298.2,93.617
76.547,301.23,116.769
85.131,290.443,111.258
85.369,311.057,97.999
47.541,317.473,107.097
67.23,291.403,108.855
71.905,296.36,93.418
82.935,310.301,113.073
89.533,315.85,112.624
72.911,297.183,112.312
82.328,307.856,96.527
81.429,306.88,94.337
68.225,309.471,108.258
86.408,312.604,109.812
83.42,309.178,112.219
71.696,296.334,93.536
75.783,300.695,136.231
76.197,301.243,117.807
78.671,294.559,112.477
73.108,297.912,95.0
63.36,286.9,100.42
84.672,389.751,133.468
84.028,390.268,132.14
75.681,300.703,136.439
63.245,286.965,100.341
63.26,286.831,100.511
63.109,286.996,100.466
75.704,300.753,135.004
78.71,304.09,115.795
76.694,301.975,92.868
81.267,306.875,94.42
63.049,286.982,100.655
77.474,383.074,132.326
78.522,303.968,116.09
71.349,296.169,93.524
76.436,301.554,119.853
75.777,301.154,116.681
76.01,301.103,116.867
71.461,296.268,93.662
84.017,299.373,98.89
76.103,301.539,120.127
91.804,318.68,110.079
84.955,298.0,98.811
78.258,303.79,116.809
67.122,291.597,108.764
63.126,287.057,100.248
84.869,298.14,99.557
75.741,301.172,134.532
72.842,297.806,94.396
65.766,290.001,102.819
76.012,301.551,120.415
75.646,301.721,133.11
78.054,303.677,117.416
62.976,287.14,100.341
62.971,287.136,100.541
72.352,297.37,94.386
86.149,312.462,103.769
75.578,301.245,116.521
75.512,301.311,116.716
75.515,301.301,117.337
75.553,301.266,117.12
74.481,299.875,93.382
92.091,319.205,110.838
92.125,319.274,111.095
75.672,302.039,132.404
75.667,301.502,133.927
75.656,301.547,133.814
86.107,289.249,94.337
75.67,302.501,129.774
75.572,302.133,132.136
75.639,302.49,130.288
76.051,302.244,126.08
76.355,301.733,121.308
76.434,301.897,121.964
76.445,301.99,122.254
85.324,313.084,107.698
76.269,301.875,122.669
75.736,302.523,130.045
75.653,302.504,130.11
80.438,306.468,93.622
75.66,302.51,129.939
75.585,302.378,131.101
75.175,301.715,133.943
88.068,312.984,106.479
76.179,301.886,123.689
75.989,301.938,123.902
75.185,300.55,113.382
84.669,311.547,97.48
75.962,302.233,127.039
75.891,302.348,128.146
76.278,301.873,122.504
75.903,302.264,126.445
75.528,301.711,133.147
78.016,303.947,117.498
84.9,311.631,97.691
76.084,302.093,125.009
76.14,301.917,123.831
75.658,301.778,132.945
75.709,302.492,125.877
75.871,302.283,127.438
87.249,303.948,105.504
75.307,301.467,116.524
75.72,301.502,118.574
75.649,301.376,117.996
85.759,312.609,111.172
75.539,301.756,133.006
75.876,302.399,128.323
75.97,302.431,128.199
72.279,297.826,111.358
75.787,302.086,132.537
75.737,302.497,128.4
75.866,302.378,128.78
83.411,382.571,133.386
67.641,292.705,111.446
75.791,301.556,134.027
62.823,287.255,100.41
62.748,287.356,100.518
75.017,301.092,134.551
75.242,300.885,134.626
77.671,303.856,118.757
75.491,302.446,131.027
75.593,302.403,130.938
74.784,301.204,134.758
75.796,302.195,132.346
75.763,301.548,119.035
71.503,297.069,95.533
80.301,306.88,95.622
75.504,301.569,133.804
85.431,312.736,103.085
75.656,301.597,133.685
63.617,288.32,102.387
75.917,302.415,132.5
63.41,288.257,102.195
74.634,300.781,136.408
84.525,311.729,111.437
76.132,302.272,125.704
75.399,302.004,118.308
71.211,296.712,111.7
80.057,306.953,95.579
80.158,307.043,95.775
76.021,301.805,122.337
77.488,303.921,120.3
76.031,302.247,126.23
76.118,302.312,126.151
84.717,312.028,109.462
87.71,290.832,104.681
76.062,302.292,126.852
75.271,301.565,116.711
75.129,301.73,116.584
75.088,301.37,115.93
82.968,298.019,104.826
75.92,302.254,127.227
82.492,298.177,105.119
83.177,386.542,129.763
76.811,303.57,137.552
85.89,296.933,106.225
76.15,301.81,122.434
76.322,380.849,132.943
75.782,301.945,121.737
87.061,293.644,109.569
79.837,375.282,129.262
82.95,376.926,129.675
75.839,301.901,122.483
75.976,301.81,122.553
67.898,294.147,96.565
67.672,294.052,96.779
68.564,294.765,96.017
77.031,381.303,132.302
76.095,303.207,134.011
77.067,304.062,123.028
66.151,292.096,105.188
77.023,304.038,123.206
67.42,293.575,106.647
91.598,320.317,106.991
67.373,293.365,107.608
84.215,312.338,112.362
62.605,288.401,99.091
76.22,303.343,114.412
76.919,304.101,123.822
67.277,293.511,110.259
67.619,293.818,106.672
91.388,320.349,106.786
69.703,296.618,110.43
90.823,319.608,106.873
83.781,381.574,133.752
65.969,292.085,104.717
80.742,308.867,94.747
75.928,303.32,114.336
84.685,382.32,132.009
82.728,385.274,133.756
67.556,294.227,96.697
82.764,385.204,132.446
78.649,306.652,93.994
71.077,321.771,99.597
78.588,330.162,103.066
63.483,289.562,101.429
84.946,288.408,114.602
61.924,287.671,99.918
83.279,386.243,135.035
79.8,307.618,95.802
92.329,321.47,106.506
83.115,345.415,124.547
87.033,316.208,112.991
63.322,289.518,101.285
63.172,289.328,101.362
84.336,313.013,101.637
62.602,289.025,98.897
81.609,333.491,105.643
81.595,333.483,105.626
81.678,333.641,105.726
62.999,289.294,101.265
81.572,333.485,105.599
81.58,333.401,105.601
67.409,294.264,105.68
65.771,292.25,104.237
65.617,292.442,104.057
62.009,288.622,100.939
91.335,320.569,106.625
91.157,320.34,106.62
65.448,292.173,103.043
76.533,304.46,127.253
81.222,309.836,95.783
84.102,312.825,99.326
84.32,389.739,132.164
74.515,302.632,115.463
90.151,319.743,106.38
79.744,308.137,117.534
76.416,304.55,127.932
72.49,300.329,94.498
81.103,309.768,95.669
79.236,307.548,95.852
76.648,304.464,123.827
62.465,289.076,99.078
75.262,315.258,117.878
83.052,292.234,113.326
90.027,319.615,106.419
89.984,319.809,106.232
82.773,292.036,113.522
65.122,292.136,102.802
80.376,309.279,94.686
69.484,297.272,110.581
76.046,304.593,124.647
65.464,292.763,103.851
65.332,292.558,103.686
65.499,292.336,103.734
78.301,330.265,102.773
89.869,319.701,106.191
74.97,303.496,117.834
66.276,294.053,103.865
73.182,301.785,112.72
75.086,303.742,115.981
92.128,322.746,107.961
69.274,297.218,110.45
75.053,303.762,119.943
75.069,303.74,118.41
64.263,291.751,96.75
75.164,304.047,122.416
87.973,309.048,98.158
88.058,309.255,98.053
83.803,299.398,101.314
78.037,307.001,95.027
75.164,303.922,121.789
76.191,304.83,138.457
76.007,304.813,138.539
76.13,304.734,138.754
76.904,305.793,92.966
88.684,313.087,105.173
62.866,290.374,97.073
75.159,303.993,121.57
75.363,304.104,139.845
74.972,303.783,139.967
81.535,311.002,115.746
86.745,305.402,100.098
86.571,305.421,100.025
75.411,304.223,121.22
78.049,307.064,95.21
75.155,304.089,121.937
75.484,304.645,126.981
77.596,306.877,148.782
87.46,313.23,106.553
88.594,312.809,106.032
83.991,308.945,96.793
64.154,291.933,96.255
69.024,297.0,106.812
64.07,291.735,99.67
78.024,307.112,148.954
75.147,304.096,122.131
88.536,312.834,106.086
75.25,304.227,124.407
75.846,304.82,129.277
64.876,292.706,98.943
75.185,304.455,127.86
74.889,303.85,139.849
78.967,308.331,149.223
63.768,291.644,99.601
82.798,305.38,99.079
64.558,292.404,96.744
76.204,305.398,135.555
75.257,304.304,124.204
75.28,304.327,125.35
64.506,292.645,102.837
64.475,292.47,102.718
74.733,303.795,139.835
78.786,308.458,94.134
75.257,304.434,126.791
84.929,305.648,99.309
82.749,299.29,104.047
82.863,299.339,103.897
62.645,290.55,97.559
62.387,290.591,97.449
65.111,293.432,96.723
83.328,299.454,104.856
75.558,304.855,130.065
73.565,302.768,113.344
62.667,290.85,98.065
91.394,322.013,106.344
85.115,302.799,107.274
78.191,307.878,120.948
78.085,307.832,121.146
89.456,289.37,100.805
75.879,305.387,131.452
63.406,292.047,100.939
67.254,296.378,106.228
84.382,306.248,99.807
74.299,303.78,137.167
77.469,307.463,120.43
91.481,323.118,106.774
78.653,308.745,93.938
74.914,304.822,133.123
77.276,307.23,146.392
67.236,296.311,107.015
77.958,307.695,95.345
74.419,304.008,136.993
74.384,303.896,137.412
88.676,308.072,98.893
79.555,310.011,94.77
83.347,314.153,99.297
75.733,305.438,133.226
75.727,305.394,132.838
81.054,311.513,117.417
77.751,307.771,95.274
83.726,297.813,110.902
82.646,288.092,103.131
67.215,296.363,107.449
74.509,304.414,136.563
76.017,305.804,136.993
64.274,293.216,102.571
72.615,302.687,112.436
75.781,305.819,134.17
78.978,330.034,102.854
77.653,307.912,124.271
77.048,307.428,145.898
78.793,330.114,102.911
67.105,296.651,107.881
66.974,296.554,107.749
75.508,305.878,136.537
64.238,292.982,96.385
64.279,293.275,96.463
76.439,306.988,147.774
78.098,308.572,124.915
85.458,287.994,114.365
75.573,305.977,93.101
67.268,296.805,108.022
77.6,308.017,125.286
77.156,307.791,145.509
74.674,305.164,134.364
74.846,305.096,133.592
72.339,302.564,112.313
74.711,305.106,136.773
80.626,311.495,119.016
75.96,306.616,116.068
72.398,302.726,112.293
77.349,307.947,125.889
77.279,307.919,125.675
79.152,300.039,111.677
62.432,291.17,95.788
66.818,296.461,106.675
79.142,300.04,111.689
66.928,296.879,105.225
74.785,305.298,136.846
74.564,305.09,136.555
67.248,296.973,108.151
67.039,297.045,108.197
66.975,296.826,107.977
62.01,290.984,97.333
74.652,305.187,134.452
80.606,311.694,118.989
74.841,305.329,133.956
66.83,296.686,107.769
74.876,300.624,112.627
67.322,297.204,108.322
83.373,283.295,104.226
77.593,308.338,126.981
80.539,311.762,119.186
77.736,308.529,127.397
67.041,297.0,105.062
61.878,291.378,98.2
67.386,297.441,108.49
75.028,305.83,136.581
74.904,305.691,136.72
76.431,307.418,146.04
83.247,299.25,101.157
76.18,307.156,147.739
80.143,311.503,120.337
77.271,308.49,127.998
77.346,308.429,127.844
77.113,308.08,145.138
66.628,296.76,105.613
66.617,296.92,107.787
66.668,296.871,105.316
74.719,305.647,136.711
77.569,308.619,128.193
77.067,308.47,127.848
76.965,308.589,128.072
67.792,298.083,108.69
67.4,297.615,108.613
71.899,302.716,94.04
74.446,305.392,135.298
82.79,299.309,103.956
74.872,305.984,135.318
72.402,303.158,111.958
72.178,303.069,111.942
66.829,296.935,105.131
66.339,296.887,105.804
77.38,308.738,129.122
77.579,308.859,129.212
74.604,305.765,136.653
77.128,308.729,129.08
77.225,308.79,129.352
74.41,305.59,135.496
80.088,311.823,120.487
85.276,302.667,107.255
74.781,305.865,135.045
77.123,308.17,126.96
76.907,307.953,124.769
76.613,307.954,123.52
67.289,297.763,108.703
74.833,306.0,135.591
74.781,305.989,135.784
83.136,315.383,99.698
83.829,299.435,104.46
66.325,296.859,106.727
77.298,308.874,129.849
75.628,306.922,94.914
73.531,304.877,93.37
72.346,303.446,111.482
81.69,299.044,105.124
75.49,306.942,95.185
83.217,296.561,106.303
74.354,305.675,135.65
77.713,309.334,130.281
81.386,313.571,96.519
81.981,314.264,97.326
74.656,305.996,136.403
77.139,308.814,130.388
75.763,307.577,119.911
77.866,309.778,144.868
61.661,291.83,98.201
77.017,308.798,129.221
79.805,311.981,122.36
77.142,308.936,131.001
77.145,308.971,131.152
79.768,311.996,122.589
77.23,309.181,131.773
77.227,309.229,131.923
77.051,309.206,131.86
78.215,300.08,112.1
79.717,312.107,122.97
77.2,309.243,132.068
87.908,339.229,114.568
77.258,309.288,132.311
75.103,307.212,117.662
79.644,311.969,119.949
86.167,319.214,106.4
78.122,310.413,132.794
71.658,303.492,111.211
77.844,310.377,152.795
66.026,297.205,103.887
63.203,294.179,96.945
65.994,297.172,104.168
65.859,297.213,104.472
81.28,314.242,114.758
85.272,318.919,101.293
75.602,307.743,95.835
75.513,307.591,96.011
66.395,296.918,105.495
66.18,297.043,105.615
66.006,297.194,105.452
79.716,312.469,151.838
66.021,297.222,105.691
84.325,317.588,114.861
82.884,287.997,101.792
82.883,288.013,101.894
76.124,308.491,94.201
65.995,297.245,103.655
66.168,297.419,103.401
83.89,314.579,107.099
85.079,302.984,106.897
78.211,310.778,134.035
69.812,301.751,110.877
67.758,299.293,108.759
67.918,299.619,108.622
65.763,297.188,104.207
77.187,309.671,140.366
65.839,297.346,105.307
65.788,297.336,105.119
80.009,312.993,150.151
67.894,299.096,108.873
76.022,308.492,94.221
89.342,323.447,105.491
77.091,309.633,140.174
77.181,309.666,139.989
78.19,311.012,144.862
77.371,310.414,94.547
76.91,309.623,140.351
76.864,309.636,140.132
82.02,298.106,106.157
65.603,297.147,103.938
65.489,297.092,103.748
76.857,309.67,137.296
77.011,309.635,137.187
76.951,309.655,137.432
79.595,312.809,151.998
75.038,307.506,96.102
85.077,296.666,107.002
81.048,315.302,97.219
76.894,309.586,140.629
89.546,324.239,106.821
62.997,294.434,97.582
76.86,309.647,134.528
76.922,309.619,134.739
76.979,309.598,135.31
76.922,309.636,135.87
76.838,309.702,136.277
65.368,297.179,103.954
77.004,309.639,136.99
76.822,309.695,137.006
76.819,309.71,136.778
76.984,309.658,136.794
76.901,309.665,137.914
76.936,309.659,138.184
76.601,309.748,140.17
76.792,309.563,140.812
76.707,309.35,142.458
65.976,297.923,107.148
79.123,312.396,129.253
74.376,307.006,95.995
73.604,306.461,95.396
69.181,317.869,100.168
65.718,297.317,104.673
68.133,299.952,108.621
68.091,300.141,108.588
68.636,351.101,124.564
76.661,309.826,135.597
76.796,309.731,136.591
73.816,306.647,94.871
76.23,309.398,143.329
65.978,298.115,107.358
65.12,297.271,103.938
78.755,312.222,132.253
74.993,307.923,95.728
70.318,302.998,110.926
70.438,302.951,111.083
79.328,312.745,123.941
71.226,303.49,110.745
84.496,281.418,117.014
66.671,299.111,108.321
74.612,307.515,96.13
84.041,313.573,108.033
79.393,312.85,124.593
79.34,312.873,124.755
75.351,309.021,150.94
79.441,312.874,124.877
64.867,297.281,103.773
76.138,309.376,127.813
84.076,301.431,93.737
79.202,312.874,125.047
72.357,305.517,93.807
84.786,319.229,100.793
74.522,307.695,96.066
65.15,297.589,104.277
65.713,298.222,101.636
74.874,307.96,118.803
78.835,312.854,131.891
77.885,311.698,124.357
66.119,298.769,107.834
79.321,313.17,126.596
89.09,324.288,107.169
79.312,313.321,127.176
79.044,313.053,127.173
77.448,311.469,123.089
78.654,313.058,133.366
65.811,298.536,99.585
79.104,313.206,127.964
79.25,313.248,127.93
78.969,313.128,128.207
84.838,296.827,100.205
69.222,302.714,110.517
76.049,310.133,141.082
79.068,313.121,128.41
78.712,313.116,152.757
69.901,303.201,94.114
78.951,313.084,128.826
78.78,313.09,128.797
86.194,321.423,105.415
82.976,318.052,116.254
65.927,298.882,98.52
61.495,294.166,98.418
78.919,313.118,129.276
78.829,313.156,129.424
78.906,313.143,129.665
78.744,313.178,129.552
76.837,311.392,122.47
76.529,310.83,94.678
76.772,311.163,121.335
64.737,297.751,100.292
72.601,306.499,93.757
79.143,313.297,95.713
66.243,299.546,107.298
69.001,302.278,95.099
70.132,303.766,94.212
88.579,324.529,107.135
71.086,304.796,94.372
82.788,318.166,116.487
78.412,313.196,136.276
88.528,324.524,107.329
76.421,310.809,94.688
64.384,297.291,103.236
68.637,302.257,95.438
69.503,303.245,95.43
61.959,295.072,101.161
78.464,313.402,131.715
78.406,313.411,131.957
72.094,306.404,94.014
88.232,324.097,109.117
76.499,311.444,122.42
88.372,324.775,106.751
63.705,297.119,101.079
68.343,302.3,95.716
61.973,295.511,100.916
73.844,308.545,94.874
63.426,297.017,100.5
72.389,306.867,94.18
84.632,320.461,106.373
76.846,312.283,127.301
78.342,313.69,140.26
63.641,297.411,101.725
73.739,308.768,94.744
63.264,297.01,100.736
